municipio,uf,cod_munic,lexml,site_prefeitura,site_camara,sistema_tipo,sistema_proposicao,sistema_legislacao,Apoio Interlegis
Porto Mauá,RS,15057,,,,,,,
Porto Vera Cruz,RS,15073,,,,,,,
Porto Xavier,RS,15107,,,,,,,
Pouso Novo,RS,15131,,,,,,,
Presidente Lucena,RS,15149,,,,,,,
Progresso,RS,15156,,,,,,,
Protásio Alves,RS,15172,,,,,,,
Putinga,RS,15206,,,,,,,
Quaraí,RS,15305,,,,,,,
Quatro Irmãos,RS,15313,,,,,,,
Quevedos,RS,15321,,,,,,,
Redentora,RS,15404,,,,,,,
Relvado,RS,15453,,,,,,,
Rio dos Índios,RS,15552,,,,,,,
Rio Grande,RS,15602,,,,,,,
Rio Pardo,RS,15701,,,,,,,
Riozinho,RS,15750,,,,,,,
Roca Sales,RS,15800,,,,,,,
Rodeio Bonito,RS,15909,,,,,,,
Rolador,RS,15958,,,,,,,
Rolante,RS,16006,,,,,,,
Ronda Alta,RS,16105,,,,,,,
Roque Gonzales,RS,16303,,,,,,,
Rosário do Sul,RS,16402,,,,,,,
Sagrada Família,RS,16428,,,,,,,
Saldanha Marinho,RS,16436,,,,,,,
Salto do Jacuí,RS,16451,,,,,,,
Salvador das Missões,RS,16477,,,,,,,
Salvador do Sul,RS,16501,,,,,,,
Sananduva,RS,16600,,,,,,,
Santa Bárbara do Sul,RS,16709,,,,,,,
Santa Cecília do Sul,RS,16733,,,,,,,
Santa Clara do Sul,RS,16758,,,,,,,
Santa Cruz do Sul,RS,16808,,,,,,,
Santa Margarida do Sul,RS,16972,,,,,,,
Santa Maria,RS,16907,,,,,,,
Santa Maria do Herval,RS,16956,,,,,,,
Santa Rosa,RS,17202,,,,,,,
Santa Tereza,RS,17251,,,,,,,
Santa Vitória do Palmar,RS,17301,,,,,,,
Santana da Boa Vista,RS,17004,,,,,,,
Santana do Livramento,RS,17103,,,,,,,
Santiago,RS,17400,,,,,,,
Santo Ângelo,RS,17509,,,,,,,
Santo Antônio da Patrulha,RS,17608,,,,,,,
Santo Antônio das Missões,RS,17707,,,,,,,
Santo Antônio do Palma,RS,17558,,,,,,,
Santo Antônio do Planalto,RS,17756,,,,,,,
Santo Cristo,RS,17905,,,,,,,
Santo Expedito do Sul,RS,17954,,,,,,,
São Borja,RS,18002,,,,,,,
São Domingos do Sul,RS,18051,,,,,,,
São Francisco de Assis,RS,18101,,,,,,,
São Francisco de Paula,RS,18200,,,,,,,
São Gabriel,RS,18309,,,,,,,
São Jorge,RS,18440,,,,,,,
São José das Missões,RS,18457,,,,,,,
São José do Herval,RS,18465,,,,,,,
São José do Hortêncio,RS,18481,,,,,,,
São José do Inhacorá,RS,18499,,,,,,,
São José do Norte,RS,18507,,,,,,,
São José do Sul,RS,18614,,,,,,,
São José dos Ausentes,RS,18622,,,,,,,
São Leopoldo,RS,18705,,,,,,,
São Lourenço do Sul,RS,18804,,,,,,,
São Luiz Gonzaga,RS,18903,,,,,,,
São Marcos,RS,19000,,,,,,,
São Martinho,RS,19109,,,,,,,
São Martinho da Serra,RS,19125,,,,,,,
São Miguel das Missões,RS,19158,,,,,,,
São Nicolau,RS,19208,,,,,,,
São Paulo das Missões,RS,19307,,,,,,,
São Pedro da Serra,RS,19356,,,,,,,
São Pedro das Missões,RS,19364,,,,,,,
São Pedro do Butiá,RS,19372,,,,,,,
São Pedro do Sul,RS,19406,,,,,,,
São Sebastião do Caí,RS,19505,,,,,,,
São Valentim,RS,19703,,,,,,,
São Valentim do Sul,RS,19711,,,,,,,
São Valério do Sul,RS,19737,,,,,,,
São Vendelino,RS,19752,,,,,,,
Sapiranga,RS,19901,,,,,,,
Sapucaia do Sul,RS,20008,,,,,,,
Sarandi,RS,20107,,,,,,,
Seberi,RS,20206,,,,,,,
Sede Nova,RS,20230,,,,,,,
Segredo,RS,20263,,,,,,,
Selbach,RS,20305,,,,,,,
Senador Salgado Filho,RS,20321,,,,,,,
Serafina Corrêa,RS,20404,,,,,,,
Sério,RS,20453,,,,,,,
Sertão,RS,20503,,,,,,,
Sertão Santana,RS,20552,,,,,,,
Sete de Setembro,RS,20578,,,,,,,
Severiano de Almeida,RS,20602,,,,,,,
Silveira Martins,RS,20651,,,,,,,
Sinimbu,RS,20677,,,,,,,
Sobradinho,RS,20701,,,,,,,
Soledade,RS,20800,,,,,,,
Tabaí,RS,20859,,,,,,,
Tapejara,RS,20909,,,,,,,
Tapera,RS,21006,,,,,,,
Taquara,RS,21204,,,,,,,
Taquari,RS,21303,,,,,,,
Taquaruçu do Sul,RS,21329,,,,,,,
Tavares,RS,21352,,,,,,,
Tenente Portela,RS,21402,,,,,,,
Terra de Areia,RS,21436,,,,,,,
Teutônia,RS,21451,,,,,,,
Tio Hugo,RS,21469,,,,,,,
Tiradentes do Sul,RS,21477,,,,,,,
Toropi,RS,21493,,,,,,,
Torres,RS,21501,,,,,,,
Tramandaí,RS,21600,,,,,,,
Travesseiro,RS,21626,,,,,,,
Três Arroios,RS,21634,,,,,,,
Três Cachoeiras,RS,21667,,,,,,,
Três Coroas,RS,21709,,,,,,,
Três de Maio,RS,21808,,,,,,,
Três Forquilhas,RS,21832,,,,,,,
Três Palmeiras,RS,21857,,,,,,,
Três Passos,RS,21907,,,,,,,
Trindade do Sul,RS,21956,,,,,,,
Triunfo,RS,22004,,,,,,,
Tucunduva,RS,22103,,,,,,,
Tunas,RS,22152,,,,,,,
Tupanci do Sul,RS,22186,,,,,,,
Tupanciretã,RS,22202,,,,,,,
Tupandi,RS,22251,,,,,,,
Tuparendi,RS,22301,,,,,,,
Turuçu,RS,22327,,,,,,,
Ubiretama,RS,22343,,,,,,,
União da Serra,RS,22350,,,,,,,
Unistalda,RS,22376,,,,,,,
Vale do Sol,RS,22533,,,,,,,
Vale Real,RS,22541,,,,,,,
Vale Verde,RS,22525,,,,,,,
Vanini,RS,22558,,,,,,,
Vera Cruz,RS,22707,,,,,,,
Vespasiano Correa,RS,22855,,,,,,,
Viadutos,RS,22905,,,,,,,
Viamão,RS,23002,,,,,,,
Vicente Dutra,RS,23101,,,,,,,
Victor Graeff,RS,23200,,,,,,,
Vila Lângaro,RS,23358,,,,,,,
Vila Maria,RS,23408,,,,,,,
Vila Nova do Sul,RS,23457,,,,,,,
Vista Alegre,RS,23507,,,,,,,
Vista Alegre do Prata,RS,23606,,,,,,,
Vista Gaúcha,RS,23705,,,,,,,
Vitória das Missões,RS,23754,,,,,,,
Westfalia,RS,23770,,,,,,,
Xangri-lá,RS,23804,,,,,,,
Amajari,RR,27,,,,,,,
Bonfim,RR,159,,,,,,,
Cantá,RR,175,,,,,,,
Caroebe,RR,233,,,,,,,
Mucajaí,RR,308,,,,,,,
São João da Baliza,RR,506,,,,,,,
São Luiz,RR,605,,,,,,,
Alta Floresta D'Oeste,RO,15,,,,,,,
Alto Alegre dos Parecis,RO,379,,,,,,,
Alto Paraíso,RO,403,,,,,,,
Alvorada D'Oeste,RO,346,,,,,,,
Ariquemes,RO,23,,,,,,,
Buritis,RO,452,,,,,,,
Cacaulândia,RO,601,,,,,,,
Cacoal,RO,49,,,,,,,
Campo Novo de Rondônia,RO,700,,,,,,,
Castanheiras,RO,908,,,,,,,
Chupinguaia,RO,924,,,,,,,
Colorado do Oeste,RO,64,,,,,,,
Costa Marques,RO,80,,,,,,,
Cujubim,RO,940,,,,,,,
Espigão D'Oeste,RO,98,,,,,,,
Governador Jorge Teixeira,RO,1005,,,,,,,
Itapuã do Oeste,RO,1104,,,,,,,
Jaru,RO,114,,,,,,,
Ji-Paraná,RO,122,,,,,,,
Machadinho D'Oeste,RO,130,,,,,,,
Ministro Andreazza,RO,1203,,,,,,,
Mirante da Serra,RO,1302,,,,,,,
Monte Negro,RO,1401,,,,,,,
Nova Brasilândia D'Oeste,RO,148,,,,,,,
Nova Mamoré,RO,338,,,,,,,
Nova União,RO,1435,,,,,,,
Novo Horizonte do Oeste,RO,502,,,,,,,
Parecis,RO,1450,,,,,,,
Pimenta Bueno,RO,189,,,,,,,
Pimenteiras do Oeste,RO,1468,,,,,,,
Presidente Médici,RO,254,,,,,,,
Primavera de Rondônia,RO,1476,,,,,,,
Rio Crespo,RO,262,,,,,,,
Rolim de Moura,RO,288,,,,,,,
Santa Luzia D'Oeste,RO,296,,,,,,,
São Felipe D'Oeste,RO,1484,,,,,,,
São Francisco do Guaporé,RO,1492,,,,,,,
Seringueiras,RO,1500,,,,,,,
Teixeirópolis,RO,1559,,,,,,,
Theobroma,RO,1609,,,,,,,
Urupá,RO,1708,,,,,,,
Vale do Anari,RO,1757,,,,,,,
Vale do Paraíso,RO,1807,,,,,,,
Vilhena,RO,304,,,,,,,
Açu,RN,208,,,,,,,
Água Nova,RN,406,,,,,,,
Alexandria,RN,505,,,,,,,
Almino Afonso,RN,604,,,,,,,
Antônio Martins,RN,901,,,,,,,
Apodi,RN,1008,,,,,,,
Arês,RN,1206,,,,,,,
Augusto Severo,RN,1305,,,,,,,
Baía Formosa,RN,1404,,,,,,,
Baraúna,RN,1453,,,,,,,
Barcelona,RN,1503,,,,,,,
Bento Fernandes,RN,1602,,,,,,,
Bodó,RN,1651,,,,,,,
Bom Jesus,RN,1701,,,,,,,
Brejinho,RN,1800,,,,,,,
Caiçara do Norte,RN,1859,,,,,,,
Caiçara do Rio do Vento,RN,1909,,,,,,,
Caicó,RN,2006,,,,,,,
Campo Redondo,RN,2105,,,,,,,
Canguaretama,RN,2204,,,,,,,
Caraúbas,RN,2303,,,,,,,
Carnaúba dos Dantas,RN,2402,,,,,,,
Ceará-Mirim,RN,2600,,,,,,,
Cerro Corá,RN,2709,,,,,,,
Coronel Ezequiel,RN,2808,,,,,,,
Coronel João Pessoa,RN,2907,,,,,,,
Currais Novos,RN,3103,,,,,,,
Doutor Severiano,RN,3202,,,,,,,
Encanto,RN,3301,,,,,,,
Equador,RN,3400,,,,,,,
Espírito Santo,RN,3509,,,,,,,
Felipe Guerra,RN,3707,,,,,,,
Fernando Pedroza,RN,3756,,,,,,,
Florânia,RN,3806,,,,,,,
Francisco Dantas,RN,3905,,,,,,,
Frutuoso Gomes,RN,4002,,,,,,,
Galinhos,RN,4101,,,,,,,
Governador Dix-Sept Rosado,RN,4309,,,,,,,
Grossos,RN,4408,,,,,,,
Guamaré,RN,4507,,,,,,,
Ielmo Marinho,RN,4606,,,,,,,
Ipanguaçu,RN,4705,,,,,,,
Itajá,RN,4853,,,,,,,
Itaú,RN,4903,,,,,,,
Jaçanã,RN,5009,,,,,,,
Jandaíra,RN,5108,,,,,,,
Januário Cicco,RN,5306,,,,,,,
Japi,RN,5405,,,,,,,
Jardim de Piranhas,RN,5603,,,,,,,
Jardim do Seridó,RN,5702,,,,,,,
João Câmara,RN,5801,,,,,,,
João Dias,RN,5900,,,,,,,
José da Penha,RN,6007,,,,,,,
Jucurutu,RN,6106,,,,,,,
Jundiá,RN,6155,,,,,,,
Lagoa d'Anta,RN,6205,,,,,,,
Lagoa de Pedras,RN,6304,,,,,,,
Lagoa de Velhos,RN,6403,,,,,,,
Lagoa Nova,RN,6502,,,,,,,
Lagoa Salgada,RN,6601,,,,,,,
Lajes,RN,6700,,,,,,,
Lajes Pintadas,RN,6809,,,,,,,
Lucrécia,RN,6908,,,,,,,
Luís Gomes,RN,7005,,,,,,,
Macaíba,RN,7104,,,,,,,
Major Sales,RN,7252,,,,,,,
Marcelino Vieira,RN,7302,,,,,,,
Martins,RN,7401,,,,,,,
Maxaranguape,RN,7500,,,,,,,
Messias Targino,RN,7609,,,,,,,
Montanhas,RN,7708,,,,,,,
Monte Alegre,RN,7807,,,,,,,
Mossoró,RN,8003,,,,,,,
Olho-d'Água do Borges,RN,8409,,,,,,,
Paraná,RN,8607,,,,,,,
Parelhas,RN,8904,,,,,,,
Parnamirim,RN,3251,,,,,,,
Passa e Fica,RN,9100,,,,,,,
Passagem,RN,9209,,,,,,,
Patu,RN,9308,,,,,,,
Pau dos Ferros,RN,9407,,,,,,,
Pedra Grande,RN,9506,,,,,,,
Pedra Preta,RN,9605,,,,,,,
Pedro Avelino,RN,9704,,,,,,,
Pedro Velho,RN,9803,,,,,,,
Pendências,RN,9902,,,,,,,
Pilões,RN,10009,,,,,,,
Portalegre,RN,10207,,,,,,,
Porto do Mangue,RN,10256,,,,,,,
Pureza,RN,10405,,,,,,,
Rafael Fernandes,RN,10504,,,,,,,
Rafael Godeiro,RN,10603,,,,,,,
Riacho da Cruz,RN,10702,,,,,,,
Riacho de Santana,RN,10801,,,,,,,
Riachuelo,RN,10900,,,,,,,
Rio do Fogo,RN,8953,,,,,,,
Rodolfo Fernandes,RN,11007,,,,,,,
Ruy Barbosa,RN,11106,,,,,,,
Santa Cruz,RN,11205,,,,,,,
Santa Maria,RN,9332,,,,,,,
Santana do Seridó,RN,11429,,,,,,,
São Bento do Norte,RN,11601,,,,,,,
São Bento do Trairí,RN,11700,,,,,,,
São Fernando,RN,11809,,,,,,,
São Francisco do Oeste,RN,11908,,,,,,,
São Gonçalo do Amarante,RN,12005,,,,,,,
São João do Sabugi,RN,12104,,,,,,,
São José de Mipibu,RN,12203,,,,,,,
São José do Seridó,RN,12401,,,,,,,
São Miguel,RN,12500,,,,,,,
São Miguel do Gostoso,RN,12559,,,,,,,
São Paulo do Potengi,RN,12609,,,,,,,
São Tomé,RN,12906,,,,,,,
São Vicente,RN,13003,,,,,,,
Senador Elói de Souza,RN,13102,,,,,,,
Senador Georgino Avelino,RN,13201,,,,,,,
Serra Caiada***,RN,10306,,,,,,,
Serra de São Bento,RN,13300,,,,,,,
Serra do Mel,RN,13359,,,,,,,
Serra Negra do Norte,RN,13409,,,,,,,
Serrinha,RN,13508,,,,,,,
Serrinha dos Pintos,RN,13557,,,,,,,
Severiano Melo,RN,13607,,,,,,,
Sítio Novo,RN,13706,,,,,,,
Taboleiro Grande,RN,13805,,,,,,,
Taipu,RN,13904,,,,,,,
Tangará,RN,14001,,,,,,,
Tenente Ananias,RN,14100,,,,,,,
Tenente Laurentino Cruz,RN,14159,,,,,,,
Tibau,RN,11056,,,,,,,
Timbaúba dos Batistas,RN,14308,,,,,,,
Touros,RN,14407,,,,,,,
Triunfo Potiguar,RN,14456,,,,,,,
Umarizal,RN,14506,,,,,,,
Upanema,RN,14605,,,,,,,
Várzea,RN,14704,,,,,,,
Venha-Ver,RN,14753,,,,,,,
Vera Cruz,RN,14803,,,,,,,
Viçosa,RN,14902,,,,,,,
Vila Flor,RN,15008,,,,,,,
Abatiá,PR,103,,,,,,,
Adrianópolis,PR,202,,,,,,,
Agudos do Sul,PR,301,,,,,,,
Almirante Tamandaré,PR,400,,,,,,,
Altamira do Paraná,PR,459,,,,,,,
Alto Paraíso,PR,28625,,,,,,,
Alto Paraná,PR,608,,,,,,,
Alto Piquiri,PR,707,,,,,,,
Altônia,PR,509,,,,,,,
Alvorada do Sul,PR,806,,,,,,,
Amaporã,PR,905,,,,,,,
Ampére,PR,1002,,,,,,,
Anahy,PR,1051,,,,,,,
Andirá,PR,1101,,,,,,,
Antonina,PR,1200,,,,,,,
Arapongas,PR,1507,,,,,,,
Arapoti,PR,1606,,,,,,,
Arapuã,PR,1655,,,,,,,
Araruna,PR,1705,,,,,,,
Ariranha do Ivaí,PR,1853,,,,,,,
Assaí,PR,1903,,,,,,,
Assis Chateaubriand,PR,2000,,,,,,,
Astorga,PR,2109,,,,,,,
Atalaia,PR,2208,,,,,,,
Balsa Nova,PR,2307,,,,,,,
Bandeirantes,PR,2406,,,,,,,
Barra do Jacaré,PR,2703,,,,,,,
Barracão,PR,2604,,,,,,,
Bela Vista da Caroba,PR,2752,,,,,,,
Bela Vista do Paraíso,PR,2802,,,,,,,
Bituruna,PR,2901,,,,,,,
Boa Esperança,PR,3008,,,,,,,
Boa Esperança do Iguaçu,PR,3024,,,,,,,
Boa Ventura de São Roque,PR,3040,,,,,,,
Boa Vista da Aparecida,PR,3057,,,,,,,
Bom Jesus do Sul,PR,3156,,,,,,,
Bom Sucesso do Sul,PR,3222,,,,,,,
Borrazópolis,PR,3305,,,,,,,
Braganey,PR,3354,,,,,,,
Brasilândia do Sul,PR,3370,,,,,,,
Cafeara,PR,3404,,,,,,,
Cafelândia,PR,3453,,,,,,,
Cafezal do Sul,PR,3479,,,,,,,
Califórnia,PR,3503,,,,,,,
Cambará,PR,3602,,,,,,,
Cambira,PR,3800,,,,,,,
Campina da Lagoa,PR,3909,,,,,,,
Campina do Simão,PR,3958,,,,,,,
Campina Grande do Sul,PR,4006,,,,,,,
Campo Bonito,PR,4055,,,,,,,
Campo do Tenente,PR,4105,,,,,,,
Campo Largo,PR,4204,,,,,,,
Campo Magro,PR,4253,,,,,,,
Campo Mourão,PR,4303,,,,,,,
Cândido de Abreu,PR,4402,,,,,,,
Candói,PR,4428,,,,,,,
Cantagalo,PR,4451,,,,,,,
Capanema,PR,4501,,,,,,,
Capitão Leônidas Marques,PR,4600,,,,,,,
Carlópolis,PR,4709,,,,,,,
Cascavel,PR,4808,,,,,,https://www.camaracascavel.pr.gov.br/leis-municipais.html,
Castro,PR,4907,,,,,,,
Catanduvas,PR,5003,,,,,,,
Cerro Azul,PR,5201,,,,,,,
Céu Azul,PR,5300,,,,,,,
Chopinzinho,PR,5409,,,,,,,
Cidade Gaúcha,PR,5607,,,,,,,
Colombo,PR,5805,,,,,,,
Colorado,PR,5904,,,,,,,
Congonhinhas,PR,6001,,,,,,,
Conselheiro Mairinck,PR,6100,,,,,,,
Contenda,PR,6209,,,,,,,
Cornélio Procópio,PR,6407,,,,,,,
Coronel Vivida,PR,6506,,,,,,,
Corumbataí do Sul,PR,6555,,,,,,,
Cruz Machado,PR,6803,,,,,,,
Cruzeiro do Oeste,PR,6605,,,,,,,
Curitiba,PR,6902,,,,,,,
Curiúva,PR,7009,,,,,,,
Diamante D'Oeste,PR,7157,,,,,,,
Diamante do Norte,PR,7108,,,,,,,
Diamante do Sul,PR,7124,,,,,,,
Dois Vizinhos,PR,7207,,,,,,,
Douradina,PR,7256,,,,,,,
Doutor Camargo,PR,7306,,,,,,,
Doutor Ulysses,PR,28633,,,,,,,
Enéas Marques,PR,7405,,,,,,,
Engenheiro Beltrão,PR,7504,,,,,,,
Entre Rios do Oeste,PR,7538,,,,,,,
Esperança Nova,PR,7520,,,,,,,
Espigão Alto do Iguaçu,PR,7546,,,,,,,
Farol,PR,7553,,,,,,,
Faxinal,PR,7603,,,,,,,
Fazenda Rio Grande,PR,7652,,,,,,,
Fênix,PR,7702,,,,,,,
Fernandes Pinheiro,PR,7736,,,,,,,
Figueira,PR,7751,,,,,,,
Floraí,PR,7801,,,,,,,
Floresta,PR,7900,,,,,,,
Florestópolis,PR,8007,,,,,,,
Flórida,PR,8106,,,,,,,
Foz do Iguaçu,PR,8304,,,,,,,
Foz do Jordão,PR,8452,,,,,,,
Francisco Alves,PR,8320,,,,,,,
Francisco Beltrão,PR,8403,,,,,,,
General Carneiro,PR,8502,,,,,,,
Godoy Moreira,PR,8551,,,,,,,
Goioerê,PR,8601,,,,,,,
Goioxim,PR,8650,,,,,,,
Grandes Rios,PR,8700,,,,,,,
Guaíra,PR,8809,,,,,,,
Guairaçá,PR,8908,,,,,,,
Guamiranga,PR,8957,,,,,,,
Guapirama,PR,9005,,,,,,,
Guaporema,PR,9104,,,,,,,
Guaraci,PR,9203,,,,,,,
Guaraniaçu,PR,9302,,,,,,,
Guaratuba,PR,9609,,,,,,,
Honório Serpa,PR,9658,,,,,,,
Ibaiti,PR,9708,,,,,,,
Ibema,PR,9757,,,,,,,
Ibiporã,PR,9807,,,,,,,
Icaraíma,PR,9906,,,,,,,
Iguaraçu,PR,10003,,,,,,,
Iguatu,PR,10052,,,,,,,
Imbaú,PR,10078,,,,,,,
Imbituva,PR,10102,,,,,,,
Inácio Martins,PR,10201,,,,,,,
Inajá,PR,10300,,,,,,,
Indianópolis,PR,10409,,,,,,,
Ipiranga,PR,10508,,,,,,,
Iporã,PR,10607,,,,,,,
Iracema do Oeste,PR,10656,,,,,,,
Iretama,PR,10805,,,,,,,
Itaguajé,PR,10904,,,,,,,
Itaipulândia,PR,10953,,,,,,,
Itambaracá,PR,11001,,,,,,,
Itambé,PR,11100,,,,,,,
Itapejara d'Oeste,PR,11209,,,,,,,
Itaperuçu,PR,11258,,,,,,,
Itaúna do Sul,PR,11308,,,,,,,
Ivaí,PR,11407,,,,,,,
Ivaiporã,PR,11506,,,,,,,
Ivaté,PR,11555,,,,,,,
Ivatuba,PR,11605,,,,,,,
Jaboti,PR,11704,,,,,,,
Jacarezinho,PR,11803,,,,,,,
Jaguapitã,PR,11902,,,,,,,
Jaguariaíva,PR,12009,,,,,,,
Jandaia do Sul,PR,12108,,,,,,,
Janiópolis,PR,12207,,,,,,,
Japira,PR,12306,,,,,,,
Japurá,PR,12405,,,,,,,
Jardim Alegre,PR,12504,,,,,,,
Jardim Olinda,PR,12603,,,,,,,
Jesuítas,PR,12751,,,,,,,
Joaquim Távora,PR,12801,,,,,,,
Jundiaí do Sul,PR,12900,,,,,,,
Jussara,PR,13007,,,,,,,
Laranjal,PR,13254,,,,,,,
Laranjeiras do Sul,PR,13304,,,,,,,
Leópolis,PR,13403,,,,,,,
Lidianópolis,PR,13429,,,,,,,
Lindoeste,PR,13452,,,,,,,
Loanda,PR,13502,,,,,,,
Lobato,PR,13601,,,,,,,
Londrina,PR,13700,,,,,,,
Luiziana,PR,13734,,,,,,,
Lunardelli,PR,13759,,,,,,,
Lupionópolis,PR,13809,,,,,,,
Mallet,PR,13908,,,,,,,
Mamborê,PR,14005,,,,,,,
Mandaguaçu,PR,14104,,,,,,,
Mandaguari,PR,14203,,,,,,,
Mandirituba,PR,14302,,,,,,,
Manfrinópolis,PR,14351,,,,,,,
Manoel Ribas,PR,14500,,,,,,,
Marechal Cândido Rondon,PR,14609,,,,,,,
Maria Helena,PR,14708,,,,,,,
Marialva,PR,14807,,,,,,,
Marilândia do Sul,PR,14906,,,,,,,
Marilena,PR,15002,,,,,,,
Mariluz,PR,15101,,,,,,,
Maringá,PR,15200,,,,,,,
Mariópolis,PR,15309,,,,,,,
Marmeleiro,PR,15408,,,,,,,
Marquinho,PR,15457,,,,,,,
Matelândia,PR,15606,,,,,,,
Matinhos,PR,15705,,,,,,,
Mauá da Serra,PR,15754,,,,,,,
Medianeira,PR,15804,,,,,,,
Mercedes,PR,15853,,,,,,,
Mirador,PR,15903,,,,,,,
Miraselva,PR,16000,,,,,,,
Moreira Sales,PR,16109,,,,,,,
Munhoz de Melo,PR,16307,,,,,,,
Nossa Senhora das Graças,PR,16406,,,,,,,
Nova América da Colina,PR,16604,,,,,,,
Nova Aurora,PR,16703,,,,,,,
Nova Cantu,PR,16802,,,,,,,
Nova Esperança,PR,16901,,,,,,,
Nova Esperança do Sudoeste,PR,16950,,,,,,,
Nova Fátima,PR,17008,,,,,,,
Nova Laranjeiras,PR,17057,,,,,,,
Nova Londrina,PR,17107,,,,,,,
Nova Olímpia,PR,17206,,,,,,,
Nova Prata do Iguaçu,PR,17255,,,,,,,
Nova Santa Bárbara,PR,17214,,,,,,,
Nova Santa Rosa,PR,17222,,,,,,,
Nova Tebas,PR,17271,,,,,,,
Ortigueira,PR,17305,,,,,,,
Ourizona,PR,17404,,,,,,,
Ouro Verde do Oeste,PR,17453,,,,,,,
Paiçandu,PR,17503,,,,,,,
Palmas,PR,17602,,,,,,,
Palmeira,PR,17701,,,,,,,
Palmital,PR,17800,,,,,,,
Palotina,PR,17909,,,,,,,
Paranacity,PR,18105,,,,,,,
Paranapoema,PR,18303,,,,,,,
Paranavaí,PR,18402,,,,,,,
Pato Bragado,PR,18451,,,,,,,
Pato Branco,PR,18501,,,,,,,
Paula Freitas,PR,18600,,,,,,,
Paulo Frontin,PR,18709,,,,,,,
Peabiru,PR,18808,,,,,,,
Perobal,PR,18857,,,,,,,
Pérola,PR,18907,,,,,,,
Pérola d'Oeste,PR,19004,,,,,,,
Piên,PR,19103,,,,,,,
Pinhais,PR,19152,,,,,,,
Pinhal de São Bento,PR,19251,,,,,,,
Pinhalão,PR,19202,,,,,,,
Piraí do Sul,PR,19400,,,,,,,
Piraquara,PR,19509,,,,,,,
Pitanga,PR,19608,,,,,,,
Pitangueiras,PR,19657,,,,,,,
Planaltina do Paraná,PR,19707,,,,,,,
Planalto,PR,19806,,,,,,,
Ponta Grossa,PR,19905,,,,,,,
Pontal do Paraná,PR,19954,,,,,,,
Porecatu,PR,20002,,,,,,,
Porto Amazonas,PR,20101,,,,,,,
Porto Barreiro,PR,20150,,,,,,,
Porto Rico,PR,20200,,,,,,,
Prado Ferreira,PR,20333,,,,,,,
Presidente Castelo Branco,PR,20408,,,,,,,
Primeiro de Maio,PR,20507,,,,,,,
Prudentópolis,PR,20606,,,,,,,
Quarto Centenário,PR,20655,,,,,,,
Quatiguá,PR,20705,,,,,,,
Quatro Barras,PR,20804,,,,,,,
Quatro Pontes,PR,20853,,,,,,,
Quedas do Iguaçu,PR,20903,,,,,,,
Querência do Norte,PR,21000,,,,,,,
Quinta do Sol,PR,21109,,,,,,,
Quitandinha,PR,21208,,,,,,,
Ramilândia,PR,21257,,,,,,,
Rancho Alegre,PR,21307,,,,,,,
Rancho Alegre D'Oeste,PR,21356,,,,,,,
Realeza,PR,21406,,,,,,,
Rebouças,PR,21505,,,,,,,
Reserva,PR,21703,,,,,,,
Reserva do Iguaçu,PR,21752,,,,,,,
Ribeirão Claro,PR,21802,,,,,,,
Rio Azul,PR,22008,,,,,,,
Rio Bonito do Iguaçu,PR,22156,,,,,,,
Rio Branco do Ivaí,PR,22172,,,,,,,
Rio Branco do Sul,PR,22206,,,,,,,
Rio Negro,PR,22305,,,,,,,
Rolândia,PR,22404,,,,,,,
Rondon,PR,22602,,,,,,,
Rosário do Ivaí,PR,22651,,,,,,,
Salto do Itararé,PR,22909,,,,,,,
Salto do Lontra,PR,23006,,,,,,,
Santa Amélia,PR,23105,,,,,,,
Santa Cecília do Pavão,PR,23204,,,,,,,
Santa Cruz de Monte Castelo,PR,23303,,,,,,,
Santa Fé,PR,23402,,,,,,,
Santa Helena,PR,23501,,,,,,,
Santa Inês,PR,23600,,,,,,,
Santa Isabel do Ivaí,PR,23709,,,,,,,
Santa Izabel do Oeste,PR,23808,,,,,,,
Santa Lúcia,PR,23824,,,,,,,
Santa Maria do Oeste,PR,23857,,,,,,,
Santa Mariana,PR,23907,,,,,,,
Santa Mônica,PR,23956,,,,,,,
Santa Tereza do Oeste,PR,24020,,,,,,,
Santa Terezinha de Itaipu,PR,24053,,,,,,,
Santana do Itararé,PR,24004,,,,,,,
Santo Antônio da Platina,PR,24103,,,,,,,
Santo Antônio do Caiuá,PR,24202,,,,,,,
Santo Antônio do Sudoeste,PR,24400,,,,,,,
Santo Inácio,PR,24509,,,,,,,
São Carlos do Ivaí,PR,24608,,,,,,,
São Jerônimo da Serra,PR,24707,,,,,,,
São João,PR,24806,,,,,,,
São João do Caiuá,PR,24905,,,,,,,
São João do Ivaí,PR,25001,,,,,,,
São João do Triunfo,PR,25100,,,,,,,
São Jorge d'Oeste,PR,25209,,,,,,,
São Jorge do Ivaí,PR,25308,,,,,,,
São Jorge do Patrocínio,PR,25357,,,,,,,
São José da Boa Vista,PR,25407,,,,,,,
São José das Palmeiras,PR,25456,,,,,,,
São José dos Pinhais,PR,25506,,,,,,,
São Manoel do Paraná,PR,25555,,,,,,,
São Mateus do Sul,PR,25605,,,,,,,
São Pedro do Iguaçu,PR,25753,,,,,,,
São Pedro do Ivaí,PR,25803,,,,,,,
São Pedro do Paraná,PR,25902,,,,,,,
São Sebastião da Amoreira,PR,26009,,,,,,,
São Tomé,PR,26108,,,,,,,
Sapopema,PR,26207,,,,,,,
